========================================================================
TRANSCRIPTION REPORT
========================================================================
Fine-tuned model : ./whisper-merged-ar-ps
Baseline model   : openai/whisper-large-v3
Audio directory  : data/audio
Lectures         : 2
Total segments   : 200

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
Lecture : NLP_20260221
  Segments total  : 121
  Flagged         : 4
  Duration        : 2657.1 s
  Segs w/ ref     : 121

  Model                      WER (raw)   WER (norm)  CER (raw)
  ───────────────────────── ────────── ──────────── ──────────
  Baseline (large-v3)           0.7493       0.6305     0.4969
  Fine-tuned                    0.4138       0.2999     0.1729
  Improvement                  +0.3355      +0.3306    +0.3240

  Auto-flagged segments:
    segment_162: ['no_arabic (arabic_ratio=0.00)']
    segment_171: ['too_sparse (wps=0.28)', 'high_cer (cer=1.31)']
    segment_202: ['empty_transcript', 'too_sparse (wps=0.05)', 'high_cer (cer=0.95)']
    segment_224: ['repetition_loop (ratio=0.74)', 'high_cer (cer=0.97)']

  Segment details:
  ID                   Dur(s)   WER-FT   WER-BL   CER-FT  Flag
  باش ينعكس كل الـ polarity، انعكست، لأن ظهور كلمة like مش لازم بس لحاله
  أعتمد عليه، لازم أشوف الـ negation، والـ negation إلّه impact كبير
  بالعادة، كبير بالعادة. I really like this movie. I really do not like
  this movie. Negation changes the meaning of like to negative. كيف دي
  اهندلو هلأ؟ Negation can also change negative to positive وبالعكس
  صحيح. عكس صحيح. إذاً إيشوا في هذا البحث مثلاً شو عملوه dealing with
  negation كيف يتعامل مع الـ negation في الـ task تبع الـ sentiment
  analysis؟ راح أضافه الـ not underscore to every word between negation
  and the following punctuation. punctuation. يعني عملي إشي زي هيك. شاف
  هون الـ negation؟ هاي الكلّمة هاي الجملة الأصلية. وهون أول
  punctuation. راحوا لما شافوا الـ negation ضافوا not هون. not لهاي
  ولهاي ولهاي. ولـ movie برضه. movie برضه. إذاً شو حملهم الفعاليات؟ زي
  كأنه غيروا الكلمات. المنطق فاضي ولا شو رايكم؟ يعني بمعنى آخر ضاف كلمات
  جديدة على الـ negative class. class، ورح تأخذ counts one، ومش موجودة
  هاي الكلمات وين؟ في الـ positive class. وبالتالي لو صدفة إجي عندك في
  الـ test dataset negation مع كلمة like، بكون متدرّب بالضبط، وحتّي لما
  ذكر عدة كلمات بعدها، مما يشوف الـ not، نشوف الـ not بيعتبرها من الـ
  class الـ negative. فهذا الـ trick بسيط، لأنه ليه عادةً في الـ reviews
  لـ domain معين مثلاً في e-commerce system، بتكون الكلمات اللي في الـ
  domain هادة محدودة. Like the movie. The movie is fantastic. Did not
  like the movie. يعني شغلات زي هيك، فإذا كان عندك انت عدد كبير من الـ
  reviews، الـ reviews إلا الـ cases هاي تتكرّل كثير. شو من الشيء برضه
  المهم ممكن تعملها؟ اللي هي الـ sentiment classification في استخدام الـ
  lexicon. بنا من الـ lexicon. شو الـ lexicons؟ ذكرناها قبل هيك. اللي هي
  الـ dictionaries. يعني إنت بكون في عندك قائمة من المصطلحات أو الـ
  adjectives اللي عادة أنت تستخدم في الـ positive scenarios و adjectives
  بتستخدم في الـ negative scenarios. بتكون موجودة عندك مسبقاً بـ
  rebuild. بـ rebuild، يعني بتجيبها من القاموس أو بتجيبها somewhere،
  وهدول كلهم مع بعض في الـ dictionary شو بسمّوا لكسيكون. وفيه different
  publicly available lexicons موجودة لـ sentiment analysis. كيف بيفيدني؟
  كيف يفيدني؟ أنا والله بشوف يعني أنا إذا الكلمات، الكلمات اللي في الـ
  document هاد موجودة في الـ positive lexicon، يعني من ضمن الكلمات اللي
  معروفة مسبقاً لأنها positive، هاد هاد indicator قوي ممكن يساعدني إنّي
  أعتبر الـ document positive مثلاً. هو أنا بستعرضلي في هاي الأبحاث ‫بس
  هاي الأبحاث مجموعة من المساهمات البحثية السابقة اللي جمّعوا فيها
  مجموعة من الكلمات الـ positive والـ negatives في لغات معينة، ‫هون
  مثلاً في اللغة الإنجليزية، هون مثلاً بعض الكلمات الـ positive،
  negatives، الـ negative. ‫بس السؤال اللي بطرح نفسه، هون برضو هضو بحث
  آخر، آخر. يعني إذا بتروح على الـ links بتتفرج عليه ممكن تنزلوهم
  تستخدموهم. بس السؤال اللي بطرح نفسه هلّا كيف بدّي أستخدم هدول الـ
  dictionaries أو الـ lexicons في machine learning process زي الـ naive
  base. إحنا اتفقنا الـ naive base قبل شوي قليل شوي، شو هم الـ features
  فعليّاً اللي بستخدمهم؟ الـ كلمات، تكرار الـ كلمات، الـ probability لكل
  كلمة given لـ class. بس هون عندي صار factor آخر بدي أخد في هالـ
  اعتبار، اللي هو الـ كلمات الـ positive والـ كلمات الـ negative. يبدأ
  أدمج الشرقتين مع بعض. إذاً ممكن أنا أستخدم الليكسيكونs to add new
  features تدخل في الـ learning process إذاً add a feature that gets
  account whenever a word from the لـ لـ لكسيكون occurs occurs. إذاً a
  feature called this, ولان شايف هاي اخترع feature جديد. This word
  occurs in the positive lexicon. مش في عندك إنت هون training data set
  هون الـ label. إذاً بتروح تضيف feature جديد إنت هون هاي. شو تسميها؟
  هاد الاسم. وfeature أخرى هون column جديد. ‫بقولهم جديد، شو تسميه؟ ‫بقى
  يسمي هذا، ووقتها بتصير تشوف، ‫بالـ document هذا اللي أنا حالياً بدرسه،
  ‫فيه كم كلمة ذكرت في ضمن المصطلحات الموجبة؟ ‫عشرة مثلاً، ‫فيه كم كلمة
  انذكرت ضمن المصطلحات السالبة؟ ‫مثلاً واحد، بصير في عندي features جديدة
  بالإضافة للـ other word features. إذاً في عندي صار two type of
  features، هاي هاي نقطة مهمّة، وبتميّز برضه استخدام الـ naive base. الـ
  naive base you can add any type of features to the existing word
  features in the learning process. learning process. إذن هذولا كلهم
  word features جايات من V. إذن using one, two feature isn't as good as
  using all the words. طبعاً هو أنا بحكي لك يعني أنت ممكن أبسط إيش تعمل
  وشو تروح تسوي؟ تحط لك two features اللي هو هاد وهات. وهو هادو هادو،
  والـ label. طبعاً بما أنه عندك 2 features، إنت ممكن بمعادلة تحطهم،
  بدكش machine learning process. بس بقول لك يعني it's not a fig... يعني
  مش دائماً لما يكون في عندك لماة كثير موجودات من الـ positive lexicon،
  هادا بدل إنه document positive، وقبل شوية ذكرنا شغلة الـ negation.
  وبالتالي still you need all the words in the documents. إذاً شفنا
  بالأخير كيف إنك نضيف إحنا features من lexicons بانين هم مسبقان فيهم
  كلمات positive و negative، وندخلهم في الـ learning process. process.
  الى هون learning sentiment lexicons. برضو هاي من الشغلات اللي نعمل
  عليها ابحاث كثير. انه والله انا هاي ال lexicons مش اروح احطها manually
  عند كل مثلاً والله domain معين. لا، اخلي الكلامات فيه. فمن الـ
  algorithms اللي انشهرت في هذا المجال اللي هو الـ ternary algorithm
  بيمشي في ثلاث خطوات. إذاً شو الفكرة هلّا؟ إحنا عرفنا كيف نستخدم الـ
  lexicons عشان نبني features، ننسيها هاي هلّا. هلّا كيف بدّا بني الـ
  lexicons؟ إنها الـ automatic approach، ونستخدمها في ‫مخدمها في الـ
  learning process. Extract a phrase or lexicon from reviews. ‫أول إشي
  بطلّع phrase من الـ reviews، phrases من الـ reviews، ‫بعدين بحسب الـ
  polarity لكل phrase، ‫كديش هو ممكن يكون موجب، ‫كديش هو ممكن يكون
  negative كل phrase. ‫بعدين rate a review by the average polarity of
  its phrases. phrases، بعدين الـ review الكامل أو الـ document كامل
  بأخذ الـ average لكل phrases اللي فيه as إيش؟ a polarity بي له، راح
  نشوف من خلال مثال، إذاً أول، أول خطوة، أول step شو هي كانت؟ امسك الـ
  document أو الـ review، اعمل extraction لـ phrases منه، كيف عملت الـ
  extraction كانت؟ كانت؟ كانت تتم من خلال ... شوي صغير بس هنحل مشكلة.
  presentation. And then كيف أول step بتعمل extraction لـ polarity of
  phrases؟ phrases بيقول لك يمشي على نمط معين أو مجموعة أنماط، كل ما
  تشوف adjective بعده بيجي noun، بغض النظر شو يجي بعدهم، الكلمة الثالثة
  وما بعدهم، هاي بتأخذها as a phrase، بتعملها extraction من الـ
  document. من الـ document. إذا إجي عندك مثلاً adverb بعدين adjective،
  ورضو بتأخذهم هدول الكلمتين، أو بشرط إنه ما يكونش الكلمة الثالثة noun
  معينة. ليه؟ لأنه درسوا linguistically درسوا إنه فعلاً هدول إذا بتطبق
  عليهم هدال القواعد، إنت رح تطلع phrases وهي الـ phrases بكون الـ
  polarity معينة، هي الـ positive أو negative. negative أو negative. طب
  بتقول لي منين طلعوا هاي إن الكلمة adjective ولا noun ولا adverb ولا
  verb؟ في عنا task في الأنالبي شو اسمها؟ part of speech tagging، هاي
  التاسق أعطيها جملة بتقول لك كل كلمة شو ناعها؟ طبعاً رح نيجيها إحنا.
  ‫بس يعني إذاً، نلاحظ هون كيف ترابط الـ tasks مع بعض، ‫كيف ممكن الـ
  tasks تلزمك في task ثاني. ‫إلا هاي task الـ sentiment analysis زمني
  فيها الـ part of speech tagger. ‫فإذا انطبق، وإنت ماشي على الكلمات
  اللي في الـ review معينة، ‫في الـ document معينة، إذا انطبق إحدى هاي
  الأنماط، ‫استخرج الـ phrase، وخده as possible candidate. candidate.
  هلأ بعدين شو بتيجي بتعمل؟ بتيجي how to measure the polarity of each
  phrase. بدك تحسب الـ polarity، يعني كديش الـ score اللي بدي أخذها كل
  phrase. بنانا عايش، بنانا عـ الـ intuition التالي، الـ equation
  التالي. إذا الـ phrases اتكرّرت وانذكرّت كثير قريب من excellent مع
  كلمة excellent، أنا أتوهض الـ phrase بالعادة ممكن يكون positive الـ
  polarity إلو positive. إذا انذكر الـ phrase اللي عملتله extraction قبل
  شوي مع كلمة poor، ممكن يكون إيش؟ negative. المعادلة. بالـ random
  variable X و Y. يعني بتحسب كديش هم عادةً بنذكره هذول الـ two random
  variables correlated a lot with each other، بنذكره كثير مع بعض. القيم
  الكبيرة فيهم تنذكر مع القيم الكبيرة، والقيم الصغيرة بتنذكر مع القيم
  الكبيرة، يعني correlated. correlated بالنسبة لكونهم not correlated أو
  ما فيش أي ارتباطة وعلاقة بمعنى؟ معنى لو بده بسط لك إياها هالـ الـ
  mutual information، اتخيل إنه هدول الـ two random variables وإنهم مش
  علاقة ببعض، معناته هاي independent، معناته هاي كيف ممكن تنكتق؟ P في P
  مزبوط؟ Y مزبوط؟ معناته الـ bus بيروح مع المقام، معناته log الـ 1، log
  الـ 1 كم؟ 0، فإذاً إذا كانوا independent الـ random variables، اللي هم
  يعني بندكروش مع بعض، بيجوش مع بعض، ‫مع بعض، معناته الـ mutual
  information بيناته هم 0، ‫وبتعلى كل ما كانوا إيش؟ depends on each
  other a lot. ‫طب ها إذاً عند point معينة، point-wise mutual
  information ‫عند point معينة بتأخذ هذا المقدار، مش عند كل الـ points.
  كل الـ points. هاي بتحسب لك عند كل الـ points اللي ممكن يحملها الـ two
  random variables. بس عند point معينة هذول الـ two random variables how
  correlated with each other؟ إذاً how much more do events X and Y occur
  than if they were independent؟ كل ما كانوا غير مرتبطات في بعض، كل ما
  كانت القيمة 0، كل ما كانوا مرتبطات في بعض، مرتبطات ببعض، كل ما كانت
  الكلمة أكبر من 0. الهذا بلّاش يحكيلي عن الـ Point-wise mutual
  information في سياق الكلمات. كديش هدول الكلمتين مرتبطات في بعض؟ مش
  إحنا قبل شوية شو كنا نحكي؟ كنا نحكي كديش الكلمة أو الفريز اللي إنت
  استخرجته مرتبط مع كلمة مين؟ كلمة مين؟ excellent. الفريز اللي طلعتك
  قديش مرتبط مع كلمة excellent. إذا كان رجعت لـ 0، ما نتمنى تكرروا إيش
  مع بعض نهائياً هدول. طيب، إذاً كيف يمكن حسابها زي ما حكينا؟ log
  بالأساسة وللـ probability للـ joint الـ joint distribution بين آتم على
  الـ probability للأول ضل الـ probability للثاني. خلّل نستخدم هاي
  المعادلة هلّا. Equally search engine في عندك الكلمات التالية,
  probability للـ word والـ probability للـ

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
Lecture : CV_20260316
  Segments total  : 79
  Flagged         : 7
  Duration        : 1644.5 s
  Segs w/ ref     : 79

  Model                      WER (raw)   WER (norm)  CER (raw)
  ───────────────────────── ────────── ──────────── ──────────
  Baseline (large-v3)           0.8567       0.7225     0.5310
  Fine-tuned                    0.5418       0.4083     0.2604
  Improvement                  +0.3149      +0.3142    +0.2705

  Auto-flagged segments:
    segment_745: ['high_cer (cer=0.62)']
    segment_756: ['repetition_loop (ratio=0.90)', 'high_cer (cer=0.82)']
    segment_759: ['repetition_loop (ratio=0.86)', 'too_dense (wps=7.22)', 'high_cer (cer=1.72)']
    segment_763: ['repetition_loop (ratio=0.64)', 'high_cer (cer=0.68)']
    segment_787: ['repetition_loop (ratio=0.98)', 'high_cer (cer=2.99)']
    segment_789: ['high_cer (cer=0.87)']
    segment_804: ['too_sparse (wps=0.29)', 'high_cer (cer=0.90)']

  Segment details:
  ID                   Dur(s)   WER-FT   WER-BL   CER-FT  Flag
  ──────────────────── ────── ──────── ──────── ──────── ─────
  segment_732            23.6   0.3077   0.9615   0.1154    no
  segment_733            23.6   0.4722   0.6528   0.2252    no
  segment_734            20.4   0.3409   1.2727   0.1036    no
  segment_735            15.1   0.2609   0.7391   0.1401    no
  segment_736            25.0   0.4030   0.5672   0.1260    no
  segment_737            18.3   0.4737   0.6316   0.3380    no
  segment_738            22.0   0.6400   0.7800   0.2174    no
  segment_739            24.5   0.4464   0.8036   0.1883    no
  segment_740            23.5   0.5625   1.2708   0.2129    no
  segment_741            23.2   0.2500   0.6875   0.1045    no
  segment_742            25.5   0.3433   0.5224   0.1563    no
  segment_743            23.4   0.4203   1.0000   0.1346    no
  segment_744            20.3   0.3962   0.6792   0.1172    no
  segment_745            20.6   0.8333   1.0000   0.6212   YES
  segment_746            19.9   0.2812   0.4375   0.0707    no
  segment_747            18.2   0.5455   0.6818   0.1411    no
  segment_748            15.3   0.7037   0.7778   0.4065    no
  segment_749            12.9   0.4400   0.6400   0.2411    no
  segment_750            26.4   0.4474   0.6447   0.1553    no
  segment_751            22.3   0.6087   3.2029   0.1791    no
  segment_752            11.8   0.4615   0.5769   0.1805    no
  segment_753            19.8   0.3023   0.8837   0.1290    no
  segment_754            24.8   0.3433   0.7761   0.0899    no
  segment_755            25.0   0.3438   0.7031   0.0929    no
  segment_756            29.3   1.3699   0.7260   0.8204   YES
  segment_757            22.9   0.5111   0.5111   0.1328    no
  segment_758            27.8   0.3026   0.5395   0.1206    no
  segment_759            15.1   2.6667   2.6667   1.7184   YES
  segment_760            25.0   0.3548   1.0000   0.1199    no
  segment_761            25.0   0.3871   0.5484   0.1231    no
  segment_762            14.2   0.3750   0.7188   0.1043    no
  segment_763            25.2   1.1194   1.3582   0.6817   YES
  segment_764            22.9   0.4194   0.5323   0.1677    no
  segment_765            22.1   0.2203   0.6102   0.1051    no
  segment_766            23.8   0.4375   0.5833   0.1596    no
  segment_767            18.7   0.4310   0.6379   0.2298    no
  segment_768            13.8   0.6667   0.6905   0.3942    no
  segment_769            15.9   0.4889   0.7778   0.2463    no
  segment_770            22.7   0.5246   0.6393   0.2897    no
  segment_771            25.0   0.5190   0.7595   0.2159    no
  segment_772            18.0   0.5806   0.8387   0.2921    no
  segment_773            29.6   0.4773   0.5682   0.1634    no
  segment_774            10.7   0.6667   0.7000   0.2083    no
  segment_775            19.9   0.3333   1.5490   0.1149    no
  segment_776            19.9   0.5946   0.8108   0.2372    no
  segment_777            23.9   0.4032   0.8548   0.1215    no
  segment_778            18.4   0.4750   0.7000   0.1881    no
  segment_779            20.2   0.3800   0.6800   0.1863    no
  segment_780            23.7   0.3559   0.8475   0.0951    no
  segment_781            18.5   0.1579   0.3158   0.0537    no
  segment_782            19.8   0.3137   0.8824   0.0947    no
  segment_783            16.5   0.3902   0.6341   0.1750    no
  segment_784            25.0   0.4762   0.8730   0.1724    no
  segment_785            16.6   0.4722   6.1944   0.1176    no
  segment_786            24.7   0.5263   0.9825   0.1758    no
  segment_787            18.0   4.1481   0.6667   2.9926   YES
  segment_788            24.5   0.5333   0.5778   0.2000    no
  segment_789            15.2   1.0000   1.0000   0.8692   YES
  segment_790            23.9   0.4444   0.8056   0.1078    no
  segment_791            19.6   0.4655   0.5000   0.1101    no
  segment_792            15.7   0.4419   0.8837   0.1814    no
  segment_793            20.7   0.2969   0.3281   0.1350    no
  segment_794            18.2   0.2340   0.2766   0.0948    no
  segment_795            24.9   0.3200   0.5733   0.1205    no
  segment_796            20.7   0.5556   0.8667   0.2076    no
  segment_797            22.6   0.3871   0.8226   0.1290    no
  segment_798            21.2   0.2899   0.6087   0.0986    no
  segment_799            19.2   0.4359   0.5385   0.1716    no
  segment_800            23.3   0.5926   0.5926   0.3946    no
  segment_801            23.1   0.5349   0.7674   0.2462    no
  segment_802            23.2   0.3684   0.5263   0.1250    no
  segment_803            20.1   0.3182   1.3864   0.0741    no
  segment_804            13.8   1.0000   1.0000   0.8966   YES
  segment_805            18.1   0.3934   0.4754   0.1975    no
  segment_806            14.2   0.5357   0.5714   0.1959    no
  segment_807            24.0   0.4571   0.5000   0.1903    no
  segment_808            10.7   0.2121   0.9091   0.0736    no
  segment_809            25.0   0.4355   0.4355   0.1198    no
  segment_810            24.7   0.3770   0.4426   0.1293    no

  Full transcript (fine-tuned, unflagged segments):
  --------------------------------------------------------------------
  T0 و T1. طيّب، تحكيلي شو يعني؟ بحكيلك نفس الشيء، إذا إنت، هاي عطو، إذا
  إنت أقل، إذا إنت أعلى من T0 يا عمّي، إذا إنت أعلى من T0 معنّة إنت برّا
  الـ Edge، إذا أقل من T0 إنت جوّ الـ Edge، كـ Edge أنا بحكي، إنّك داخل
  الـ Edge or not، طيّب جميل، معناته انت شطبت كل شيء واذا كان الـ
  3-Shield عالي عالي فبالتالي رح تكون انت ما عندكيش قدرة انك تمسك الـ
  Edges رح ترجع الـ Image almost زي ما هي. بالتالي this could be a
  problem. الـ 3-Shield اللي اخدناه الطريقة الاولى الـ الـ هابلة انك انت
  حكيت له هل انت اعلى من الـ 3-Shield؟ هاو قال انت اقل من الـ 3-Shield.
  طب شو الحل؟ في حل سمارت افضل انك تاخد 2 3-Shields T0 على الجاوس. نرجع
  لمشكلة الـ الـ first derivative. المشكلة الـ first derivative of
  thresholding. إذا إنت زلت الـ thresholding بتشطب، وإذا إنت قللت الـ
  thresholding بتخلي، بتطلع عندك fake, fake points أو edges. فبالتالي if
  you increase, if الـ threshold كان صغير جداً الـ threshold، معناته شو
  سوينا يا جماعة الخير؟ أخدنا الـ Laplace للـ Gauss وبالتالي رح تكون
  النتيجة anyways أفضل يعني. فهون مجرد 0 crossing، هاي 0 crossing، هاي
  الـ points اللي طلعت عندي أكيد الجز، ليش؟ لنتوعز on 0 crossing على الـ
  Laplace، على الـ Gauss. مطارح الـ Edge. ما أفرقش كتير، اللهم إحنا
  عملنا Gauss، وبعدين أخدنا Laplace، يعني ما استغلناش على الـ Image
  فوراً F of X، لا، أخدنا Gaussian of الـ Image، وبعدين إعملنا Laplace،
  وهذا الحكي اللي هيقدي إلى Better results أفضل بكتير، هذا just مثال
  عليها كيف جبنا الـ Image، أخدنا Soaple Gradients عليها، إعملنا الـ
  Smoothing في زلمتنا Gauss، بعدين شو سوينا يا جماعة الخير؟ الامكان.
  وبساعدك الان انه تحصل على بتا رزلتس. هلأ طبعاً بالساكند ديريفاتيف انت
  بتحكي على زيرو كروسينج لللوج. اللي هو هاي الـ points اللي موجودة هون
  هاي. وين في عندي زيرو كروسينج؟ هدول مطارح الـ edge. image هال absolute
  value للablas وهال positive values فقط لا غير لانه انت بطلع عندك
  negative شو بدك فيه فبالتالي بتقول لي مش perfect maybe الافضل انك تيجي
  على عمنا gaussian gaussian بيعمل smoothing للimage تمام على شكل
  Mexican hat بضيع لك النويز قدر الامكان باخد Gauss للإيميج أول شيء،
  وبعدين بعد ما أعمل Gauss باخد الـ Laplace، أوكي؟ فمشكلتنا إن إذا
  استخدمنا الـ Laplace، هاي الـ Laplace الإيميج، مشكلتي فيها لما أحط لها
  أنا أو أحسب الـ Absolute Value والـ Eva، رح يكون عندي noise في مشكلة
  كبيرة، فعندك الصورة هاي هي الـ Original Image، هاي الـ Laplace Image،
  تطلع عليهم. يعني ما بتطلع على التمانية الـ neighbors اللي موجودين
  عندك. تمام؟ So both can help. بس مشكلة الـ Laplace بحد ذاته، شو مقساتي
  مع الـ Laplace؟ إنه حساس للـ للـ noise، يعني حساس كتير للـ noise، فإنت
  مش ضطر تحلي المشكلة بطريقة إيش؟ عمّه غاوس، ما بتقول أنا باخد غاوس الـ
  results. هذا الـ image كيف عملها smoothing؟ بقولك يعني هاي نتيجتها
  أفضل من إني أعمل smoothing للـ image قبل ما أعملها الـ edge detection،
  فبالتالي النتيجة رح تكون أفضل. الـ Laplace حكينا فيه نسخة، نسختين منه
  الـ 4 والـ 8، يا إما الـ 4 neighbors فقط بتتطلع عليهم، هيك شكلها.
  وبالتالي الحواف وفي عندك حوالي هيك نتوآت، ويعني قصص كبيرة، فإنت كل ما
  كان فيه تفاصيل أكثر، كل ما كانت الإميج معمولة لزوم أكثر، كل ما إنت
  شايف تفاصيل، فبالتالي مشكلة، فبالتالي إنت كل ما كانت أبعد أخدت هيك من
  بعيد، يعني قللت السيجما، السيجما تبعتك أصغر، كل ما قللت السيجما، كل ما
  كان فيه مجال تعمل على beta results. طيب often problems arise in edge
  detection that are there are too much details. لما كوني much details
  زيّرّة جدّاً جدّاً، هذا بجنّني مشان أعمل edge detection لأنّ التفاصيل
  اللي كتير ما بطلّت أعرف إني منها noise، وأني منها مش noise، إني منها
  الـ edge، إني منها الـ edge يعني بتكون عندك الـ break نفسها لما إنت كل
  ما كان عندك تفاصيل أكثر مع أنت بتكون فعليّاً هيك شكلها. هاي أمثلة كيف
  بيمسك الـ horizontal كيف بيمسك الـ هذا الـ horizontal، هذا الـ
  vertical، هذا الـ combination تبعهم إجمع هاي مع هاي، بطلع نتيجة هيك
  طبعاً في عنا إحنا قد تكون تفاصيل ومشاكل بسبب إيش؟ too much smooth هاي
  الـ area we need ... it could be like noise anyways، okay؟ different
  operators أو different kernels يعني بالأحرى. تمام؟ We can apply them.
  حلو إنكم تجربوهم. موجود الـ libraries فيها كل الـ functions. So I
  think we can do it. تجربوه يعني. يعني log. طيب هاي الأمثلة بس رجع هو
  يحكي على الـ first derivative الآن، هادي للـ diagonal هاد، هادي للـ
  diagonal هاد، هاد للـ أفقي، هاد للـ عمودي، هاد للـ أفقي، هاد للـ
  عمودي، هاد مزلمتنا private، هاد a sobel، في عنا cany، في عنا Roberts،
  في عنا different، للإيميج بخلص من قصة النويز بخفف منه مأساة بعدها خد
  المشتقة لهاي الإيميج اللي عملت لها جاوسيان فشو صار اسمه هادا؟
  لابلاسيان أوف جاوسيان لوج قبل ما تبدأ. فكيف نعمل سموثنج؟ بتحكي بعمل
  غاوس يعني، حلو، بعدين باخد الـ log، آهآ، باخد الـ place، شو بتعمل؟
  بتقول بعمل غاوس للـ image. فإنك لما تضع لblurring أكثر للإميج أو أنت
  تجيب gauss وترمي noise gauss gaussian noise فشو اللي بصير معاك؟ إنه
  طلع كيف من 0 طبعاً هي ممتازة ما في noise بتكبرها لـ 0.1 بعدها لـ 1
  بعدها لـ 10 and so on فكل ما كبر كل ما كان الـ noise عندك كل ما كان
  عندك derivative مأساوية صعب جداً إنك تمسك الـ edges من هون مضطر تعمل
  smoothing قبل ما تبدأ هنطلع راح تشوفو، هنطلع هون في مجال ناخد Zero
  Crossing، يعني يا ترى، أوكي، في مجال، هون بلش ننضيم مع شوية Noise، ما
  بالك لما تكون Noise على الآخر، لا First، يعني بيجوز شوي Surviving الـ
  First، لسه طلعوا نوعاً ما Surviving الـ First، بس لما يكون Noise أكتر،
  يعني إنت أشتغل على مستوى Sigma، لما تيجي تحكيلي أنا بدي أعمل Random
  Noise، وأعطي Sigma، فطلع أثر Sigma عليها، هاي مشكلتي في الـ second
  derivative. طلع كيف لما يكون فيه noise؟ طلع إنت بتحلم تاخد الـ zero
  crossing. ولا راح تشوفه. بلسلوب في الـ second derivative بتغيرش فبتلّي
  0. أوكي، فالمهم we cross the 0. هذا الـ zero crossing هو اللي بيهمني
  في الـ second derivative، اللي ما فيش داعي أستخدم 3-holding زي ما أنا
  مضطر بالـ first derivative. Okays، okays، okays، طيب، فش في نحناء
  ونحناء، فبالتالي الـ second derivative ع كل الأحوال رح تكون peak، طلع
  peak value و peak value، إحنا في المثال اللي أخدته رسمته لكم إياه فيها
  نحناءات مش زي هاد، فبالتالي طلعت نوعاً ما هيك، بس ما أفرق، هاد أسهل
  بكتير، لأنه هاد إيش؟ عبارة عن نفس الـ slope يعني هو value وحده،
  فبالتالي خلاص يعني إنت لما تمشي هون لتحسب الـ slope، أنا لازم أعمل
  smoothing. هلأ هادا متل ما حكينا هاي الـ profile تبع الـ grayscale هيك
  الشكل الحقيقي للمشتقة تبعته الـ first derivative. إحنا أخدنا مثال آخر
  قبل شوي هيك في شوية إنحناءات. مزبوط الـ first derivative قلنا هادا الـ
  function الـ first derivative تبعته هداك كانت عنا هيك أسهل شويّة. هادا
  أجمل لأنه هادا طالع لي straight forward فيش فيه حصل عاشي هيك. اوف.
  فانت مضطر شو تعمل؟ يلا شو الحل؟ noisy image حتى الـ second derivative
  اللي متوقعينها جميلة جداً تساعدّي بس بالـ zero crossing ما تحلمش تحصل
  عهاي السيجنال. شو مضطرين نسوي؟ لا مش normalization شويّاً ورا فكّر
  فيها في noise. بتعمل باك بيك زي كأنها بن يعني، وبترجع هيك على الـ 0،
  ضرب فوراً. بس إحنا قلنا بالعادة نو، عنا شوية هيك هيك الشكل الحقيقي
  بكون هيك. And even even could be worse مثلاً مثل هيك، بس الأسوأ من هيك
  إنه في عندي noise أنا، noise. فلما تاخد لسه الـ derivative تبعت الـ
  noise، الـ second derivative تبعت الـ noise، unfortunately إنت تفكر رح
  تحصل على هذا؟ لقى 0 grossing؟ لا، رح تحصل على إشي هيك. هناك الكثير من
  الأزرار. يسأل الواحد ما السبب؟ نحكي لك يا عمي، العدسة تبعت الكاميرا،
  الـ sampling، الـ quantization، الـ acquisition، كلاته ما بعطيك
  perfect يعني exact sharp edges إلا يصير شوية blurring على شوية بسبب
  الـ sampling أو بسبب العدسات تبعتك بالإضاءة، يعني هاي الأسباب الحقيقية
  اللي بتخلي إنه ما نحصل على exact step function هيك، واللي هو المفروض،
  كامل. طبعاً هاي حكينا إحنا الحياة الوردية هون إنه بكون عندك step
  function بتكون ماشي إنت ما شاء الله في grace scale معين فب إللي إنت
  نافتت على scale تاني بس الحياة مش هيك فيه noise وبالتالي مستحيل يكون
  شكل الكارف هيك بيكون هيك بالعكس بيكون أسوأ بكثير كمان it could be
  noisy. noisy جداً كمان يعني there is a ليه هيك؟ وهذا الـ edges تبعتك
  مسكت هيك؟ لا يا عمي أنا بدي توصله، وطبعاً رح نتعرف عليه من هون لآخر
  الفصل كيف إحنا بنوصل وكيف نبني boundary أو contour كامل. تجوه ثيتا.
  أوكي حفلة كبيرة معناته الـ second derivative كان help me وبعدين هون
  بدك تستخدم إيش؟ مضطر إيش؟ 3-holding. هون دولي ولا إشي 0-crossing. مدام
  في عندي 0 نزل من سالب لموجة وموجة بلسالب معناته قطع الـ 0 معناته كان
  في تحول إذن كان الـ first derivative عند الـ peak واقفة وبالتالي هاد
  أكبر دليل إنه في إج. المثال اللي حكيته. طيب، معناته إحنا من جماعة الـ
  first derivative والـ second derivative مشان نوجد الـ edges يا عمي
  والـ curves، مشان بالآخر هي الـ gradient operator حكينا مين أفضل؟ أكيد
  لا بلاس. ليش؟ الـ second derivative أسهل لأنه هاي بعد فيها first
